2008,1,3,50000
2008,1,4,49982
2008,1,7,49997
2008,1,8,49983
2008,1,9,49971
2008,1,10,49953
2008,1,11,49953
2008,1,14,49953
2008,1,15,49953
2008,1,16,49953
2008,1,17,49953
2008,1,18,49953
2008,1,22,49953
2008,1,23,49953
2008,1,24,49953
2008,1,25,49953
2008,1,28,49953
2008,1,29,49953
2008,1,30,49953
2008,1,31,49953
2008,2,1,49953
2008,2,4,49953
2008,2,5,49953
2008,2,6,49953
2008,2,7,49935
2008,2,8,49946
2008,2,11,49956
2008,2,12,49956
2008,2,13,49983
2008,2,14,49983
2008,2,15,49983
2008,2,19,49983
2008,2,20,49991
2008,2,21,49987
2008,2,22,49988
2008,2,25,50009
2008,2,26,50017
2008,2,27,50017
2008,2,28,50017
2008,2,29,49999
2008,3,3,50002
2008,3,4,50022
2008,3,5,50027
2008,3,6,50012
2008,3,7,50006
2008,3,10,49995
2008,3,11,50041
2008,3,12,50041
2008,3,13,50056
2008,3,14,50027
2008,3,17,50024
2008,3,18,50073
2008,3,19,50045
2008,3,20,50103
2008,3,24,50171
2008,3,25,50175
2008,3,26,50141
2008,3,27,50130
2008,3,28,50131
2008,3,31,50128
2008,4,1,50144
2008,4,2,50140
2008,4,3,50176
2008,4,4,50176
2008,4,7,50176
2008,4,8,50176
2008,4,9,50176
2008,4,10,50176
2008,4,11,50176
2008,4,14,50176
2008,4,15,50176
2008,4,16,50176
2008,4,17,50176
2008,4,18,50193
2008,4,21,50188
2008,4,22,50152
2008,4,23,50186
2008,4,24,50390
2008,4,25,50410
2008,4,28,50401
2008,4,29,50401
2008,4,30,50401
2008,5,1,50401
2008,5,2,50401
2008,5,5,50401
2008,5,6,50401
2008,5,7,50401
2008,5,8,50401
2008,5,9,50401
2008,5,12,50401
2008,5,13,50401
2008,5,14,50401
2008,5,15,50401
2008,5,16,50401
2008,5,19,50401
2008,5,20,50401
2008,5,21,50401
2008,5,22,50401
2008,5,23,50401
2008,5,27,50401
2008,5,28,50401
2008,5,29,50401
2008,5,30,50401
2008,6,2,50401
2008,6,3,50401
2008,6,4,50401
2008,6,5,50401
2008,6,6,50401
2008,6,9,50401
2008,6,10,50401
2008,6,11,50401
2008,6,12,50401
2008,6,13,50401
2008,6,16,50401
2008,6,17,50401
2008,6,18,50401
2008,6,19,50401
2008,6,20,50542
2008,6,23,50462
2008,6,24,50459
2008,6,25,50482
2008,6,26,50491
2008,6,27,50491
2008,6,30,50474
2008,7,1,50465
2008,7,2,50430
2008,7,3,50436
2008,7,7,50441
2008,7,8,50520
2008,7,9,50461
2008,7,10,50478
2008,7,11,50458
2008,7,14,50367
2008,7,15,50436
2008,7,16,50718
2008,7,17,51021
2008,7,18,50957
2008,7,21,50897
2008,7,22,50879
2008,7,23,50905
2008,7,24,50875
2008,7,25,50880
2008,7,28,50812
2008,7,29,50848
2008,7,30,50837
2008,7,31,50841
2008,8,1,50827
2008,8,4,50827
2008,8,5,50827
2008,8,6,50827
2008,8,7,50819
2008,8,8,50859
2008,8,11,50849
2008,8,12,50852
2008,8,13,50821
2008,8,14,50843
2008,8,15,50844
2008,8,18,50822
2008,8,19,50790
2008,8,20,50748
2008,8,21,50727
2008,8,22,50733
2008,8,25,50707
2008,8,26,50682
2008,8,27,50682
2008,8,28,50682
2008,8,29,50682
2008,9,2,50682
2008,9,3,50682
2008,9,4,50682
2008,9,5,50682
2008,9,8,50682
2008,9,9,50682
2008,9,10,50682
2008,9,11,50682
2008,9,12,50682
2008,9,15,50682
2008,9,16,50648
2008,9,17,50638
2008,9,18,50748
2008,9,19,50819
2008,9,22,50691
2008,9,23,50663
2008,9,24,50685
2008,9,25,50715
2008,9,26,50691
2008,9,29,50541
2008,9,30,50991
2008,10,1,50817
2008,10,2,50671
2008,10,3,50750
2008,10,6,50509
2008,10,7,50397
2008,10,8,50266
2008,10,9,50057
2008,10,10,50137
2008,10,13,50759
2008,10,14,51144
2008,10,15,51019
2008,10,16,51081
2008,10,17,51052
2008,10,20,51074
2008,10,21,51000
2008,10,22,50920
2008,10,23,50931
2008,10,24,50924
2008,10,27,50797
2008,10,28,51358
2008,10,29,51491
2008,10,30,51532
2008,10,31,51927
2008,11,3,52117
2008,11,4,52285
2008,11,5,52105
2008,11,6,52043
2008,11,7,51825
2008,11,10,51798
2008,11,11,51595
2008,11,12,51248
2008,11,13,51639
2008,11,14,51450
2008,11,17,51297
2008,11,18,51300
2008,11,19,50976
2008,11,20,50308
2008,11,21,50761
2008,11,24,51874
2008,11,25,52509
2008,11,26,53341
2008,11,28,53567
2008,12,1,53068
2008,12,2,53104
2008,12,3,53198
2008,12,4,53176
2008,12,5,53222
2008,12,8,53222
2008,12,9,53222
2008,12,10,53222
2008,12,11,53180
2008,12,12,53158
2008,12,15,53131
2008,12,16,53173
2008,12,17,53191
2008,12,18,53170
2008,12,19,53170
2008,12,22,53170
2008,12,23,53170
2008,12,24,53170
2008,12,26,53170
2008,12,29,53170
2008,12,30,53170
2008,12,31,53170
2009,1,2,53170
2009,1,5,53170
2009,1,6,53170
2009,1,7,53170
2009,1,8,53203
2009,1,9,53142
2009,1,12,52994
2009,1,13,53050
2009,1,14,52872
2009,1,15,52798
2009,1,16,52875
2009,1,20,52699
2009,1,21,52850
2009,1,22,52508
2009,1,23,52600
2009,1,26,52550
2009,1,27,52554
2009,1,28,52554
2009,1,29,52554
2009,1,30,52536
2009,2,2,52537
2009,2,3,52504
2009,2,4,52497
2009,2,5,52524
2009,2,6,52700
2009,2,9,52777
2009,2,10,52574
2009,2,11,52593
2009,2,12,52603
2009,2,13,52569
2009,2,17,52535
2009,2,18,52426
2009,2,19,52309
2009,2,20,52317
2009,2,23,52227
2009,2,24,52503
2009,2,25,52425
2009,2,26,52343
2009,2,27,52192
2009,3,2,51840
2009,3,3,51592
2009,3,4,51886
2009,3,5,51278
2009,3,6,51200
2009,3,9,51263
2009,3,10,51663
2009,3,11,51812
2009,3,12,52159
2009,3,13,52244
2009,3,16,52123
2009,3,17,52243
2009,3,18,52305
2009,3,19,52254
2009,3,20,52099
2009,3,23,52329
2009,3,24,52263
2009,3,25,52288
2009,3,26,52342
2009,3,27,52342
2009,3,30,52252
2009,3,31,52338
2009,4,1,52367
2009,4,2,52485
2009,4,3,52584
2009,4,6,52563
2009,4,7,52519
2009,4,8,52568
2009,4,9,52765
2009,4,13,52819
2009,4,14,52724
2009,4,15,52773
2009,4,16,52791
2009,4,17,52893
2009,4,20,52717
2009,4,21,52838
2009,4,22,52863
2009,4,23,52876
2009,4,24,52887
2009,4,27,52828
2009,4,28,52823
2009,4,29,52884
2009,4,30,52776
2009,5,1,52796
2009,5,4,52985
2009,5,5,52979
2009,5,6,52989
2009,5,7,52959
2009,5,8,52973
2009,5,11,52937
2009,5,12,52840
2009,5,13,52629
2009,5,14,52901
2009,5,15,52847
2009,5,18,53079
2009,5,19,53098
2009,5,20,53017
2009,5,21,52949
2009,5,22,52923
2009,5,26,52922
2009,5,27,52860
2009,5,28,52991
2009,5,29,53144
2009,6,1,53187
2009,6,2,53197
2009,6,3,53147
2009,6,4,53218
2009,6,5,53206
2009,6,8,53191
2009,6,9,53217
2009,6,10,53218
2009,6,11,53249
2009,6,12,53266
2009,6,15,53263
2009,6,16,53254
2009,6,17,53254
2009,6,18,53254
2009,6,19,53254
2009,6,22,53241
2009,6,23,53226
2009,6,24,53236
2009,6,25,53281
2009,6,26,53286
2009,6,29,53296
2009,6,30,53282
2009,7,1,53277
2009,7,2,53243
2009,7,6,53216
2009,7,7,53206
2009,7,8,53161
2009,7,9,53229
2009,7,10,53223
2009,7,13,53266
2009,7,14,53252
2009,7,15,53262
2009,7,16,53262
2009,7,17,53262
2009,7,20,53260
2009,7,21,53235
2009,7,22,53267
2009,7,23,53290
2009,7,24,53277
2009,7,27,53277
2009,7,28,53277
2009,7,29,53277
2009,7,30,53314
2009,7,31,53341
2009,8,3,53448
2009,8,4,53463
2009,8,5,53444
2009,8,6,53444
2009,8,7,53448
2009,8,10,53451
2009,8,11,53441
2009,8,12,53455
2009,8,13,53457
2009,8,14,53457
2009,8,17,53435
2009,8,18,53450
2009,8,19,53451
2009,8,20,53443
2009,8,21,53461
2009,8,24,53467
2009,8,25,53466
2009,8,26,53467
2009,8,27,53479
2009,8,28,53477
2009,8,31,53480
2009,9,1,53476
2009,9,2,53494
2009,9,3,53503
2009,9,4,53523
2009,9,8,53542
2009,9,9,53534
2009,9,10,53549
2009,9,11,53549
2009,9,14,53549
2009,9,15,53549
2009,9,16,53549
2009,9,17,53549
2009,9,18,53549
2009,9,21,53549
2009,9,22,53549
2009,9,23,53549
2009,9,24,53549
2009,9,25,53549
2009,9,28,53549
2009,9,29,53549
2009,9,30,53549
2009,10,1,53549
2009,10,2,53549
2009,10,5,53549
2009,10,6,53549
2009,10,7,53549
2009,10,8,53549
2009,10,9,53549
2009,10,12,53549
2009,10,13,53549
2009,10,14,53549
2009,10,15,53549
2009,10,16,53549
2009,10,19,53549
2009,10,20,53549
2009,10,21,53549
2009,10,22,53549
2009,10,23,53549
2009,10,26,53549
2009,10,27,53549
2009,10,28,53525
2009,10,29,53599
2009,10,30,53515
2009,11,2,53504
2009,11,3,53506
2009,11,4,53514
2009,11,5,53539
2009,11,6,53535
2009,11,9,53559
2009,11,10,53563
2009,11,11,53563
2009,11,12,53563
2009,11,13,53563
2009,11,16,53563
2009,11,17,53563
2009,11,18,53563
2009,11,19,53563
2009,11,20,53563
2009,11,23,53563
2009,11,24,53563
2009,11,25,53563
2009,11,27,53563
2009,11,30,53523
2009,12,1,53545
2009,12,2,53541
2009,12,3,53555
2009,12,4,53543
2009,12,7,53543
2009,12,8,53543
2009,12,9,53543
2009,12,10,53543
2009,12,11,53543
2009,12,14,53543
2009,12,15,53543
2009,12,16,53543
2009,12,17,53543
2009,12,18,53543
2009,12,21,53559
2009,12,22,53584
2009,12,23,53604
2009,12,24,53614
2009,12,28,53602
2009,12,29,53602
